,Q_1,Q_2,Q_3,Q_4,Q_5,Q_6,Q_7,Q_8,Q_9,Q_10,Q_11,Q_12,Q_13,Q_14,Q_15,alpha_risk,risk_label,gender,age,sex_orient,immigrant
791,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,-0.7077404889083234,risky,1,4,0,1
792,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,-1.872493683996221,risky,0,3,0,0
793,0,1,1,1,0,0,0,1,0,0,1,1,1,1,0,-0.39025544865521244,risky,0,2,0,0
794,0,0,0,1,0,0,1,1,1,0,0,0,1,1,0,-2.1696647198145778,safe,0,0,0,1
795,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,-1.1255923615450152,safe,0,0,0,0
796,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,-2.387318467155207,safe,1,3,0,0
797,0,1,1,0,0,0,0,1,1,0,0,1,0,1,1,-1.9037352360346795,risky,0,3,1,0
798,0,0,0,1,0,0,0,0,1,1,1,0,1,1,0,0.2890060548561878,risky,0,3,0,0
799,0,0,0,0,1,1,0,0,0,1,0,1,0,1,0,-1.606171216300575,safe,0,4,0,0
800,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,2.2115178566353864,risky,0,3,0,0
801,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,-2.541189266116442,safe,1,0,0,0
802,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,-1.7482689682079795,safe,0,1,0,0
803,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,-0.8291369795076429,risky,1,0,0,0
804,0,0,0,1,1,0,0,0,1,1,0,0,1,0,0,-0.43304102756582263,risky,1,2,0,1
805,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,-2.1277325686662136,risky,0,4,0,0
806,1,1,1,0,0,1,0,0,0,0,1,0,1,1,0,0.009587631081321102,risky,0,1,0,0
807,1,1,1,0,1,0,1,1,1,1,0,0,0,1,0,1.627832518493337,risky,1,3,0,0
808,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,-2.468179723983436,safe,1,4,1,0
809,1,1,0,0,0,1,0,1,1,1,0,0,1,0,1,0.9752015573667985,risky,0,0,0,0
810,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,-2.5635413889835217,risky,1,2,0,0
811,0,0,1,0,1,1,0,1,1,1,1,0,1,1,0,-1.4269117657627073,safe,1,4,1,0
812,1,0,1,1,1,1,0,0,0,1,0,0,0,0,1,-2.28226428493757,safe,1,4,1,0
813,0,1,0,1,1,0,1,0,0,0,0,0,0,1,1,-2.291867795858543,safe,1,4,0,0
814,0,0,0,1,0,0,1,1,0,0,0,1,1,1,1,0.5620390671394149,risky,0,4,0,1
815,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,-2.15873124125235,safe,1,3,0,1
816,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,-1.3014029637526863,safe,1,2,0,0
817,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,-2.689655658655567,safe,0,3,0,0
818,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,-2.3295601135252824,safe,1,2,0,1
819,1,0,0,0,1,0,0,1,1,1,1,0,1,1,0,0.599632994135924,risky,1,4,0,0
820,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,-1.466618197450629,safe,0,3,0,0
821,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,-2.3403647852010803,risky,1,4,1,1
822,0,1,0,0,1,0,0,1,1,1,1,1,0,0,0,1.0119920216240263,risky,1,3,0,1
823,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,-1.6284318311025694,risky,0,0,0,1
824,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,-1.4363653906058869,safe,1,1,0,1
825,1,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0.3692871198556995,risky,0,1,0,0
826,1,1,1,1,1,0,1,1,1,1,0,1,1,0,0,0.0827916610992031,risky,1,4,0,0
827,1,0,1,1,1,1,0,1,1,0,1,0,0,0,1,0.9993415794615811,risky,0,4,0,0
828,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,2.1948294866019067,risky,1,2,0,0
829,0,1,1,1,1,0,1,1,1,1,0,1,1,0,1,1.3583263711755889,risky,0,3,0,1
830,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,-3.000726981830737,safe,0,3,1,0
831,1,0,1,0,0,0,0,1,0,0,0,1,1,0,1,-0.06881729367358669,risky,1,1,0,0
832,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,-2.3989094213310422,safe,0,3,0,0
833,0,1,1,0,0,1,1,0,0,0,0,1,0,0,1,-1.5137228621355834,safe,1,3,0,1
834,1,0,0,0,1,0,0,1,1,0,0,1,1,0,1,-1.5903162060633194,safe,0,4,1,0
835,1,0,1,0,0,0,1,0,1,1,0,1,0,0,0,0.7472617110649564,risky,1,1,1,1
836,0,1,0,1,0,0,0,0,1,1,1,0,1,1,0,1.3460172770107506,risky,1,0,0,0
837,1,1,1,1,0,0,1,1,0,1,1,0,1,1,0,1.6148168314348705,risky,0,2,0,0
838,1,1,0,0,1,0,0,0,1,0,1,1,0,0,0,-1.443566766688304,safe,0,1,0,0
839,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0303432367595313,risky,0,4,0,0
840,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,-2.2044310883889535,safe,0,0,0,0
841,1,0,1,0,0,1,1,1,0,1,1,1,1,1,1,2.8516418833213475,risky,1,4,0,1
842,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.9462881349699368,risky,0,1,1,0
843,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,-2.490552834784891,safe,0,1,0,1
844,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1.5934329248550465,risky,1,1,0,1
845,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,-2.348409973302876,safe,0,0,0,0
846,1,1,1,1,0,0,1,0,0,1,0,0,1,0,1,-0.1800828977497958,risky,1,0,0,0
847,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0,0.19894482380067674,risky,1,0,0,0
848,0,1,0,0,1,0,0,1,1,0,0,0,1,1,0,-2.501732849007287,safe,0,1,0,0
849,1,0,1,1,0,1,0,0,0,0,1,0,1,1,0,1.4519750793943875,risky,0,3,1,1
850,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,-2.1326922040263248,safe,1,0,0,0
851,0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,-0.6360161191629239,risky,0,4,0,0
852,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,-2.1907415990008263,safe,1,0,1,1
853,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,-2.4703676186325536,safe,1,1,0,0
854,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-3.31900907640419,safe,0,0,0,1
855,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,2.268074385818707,risky,1,2,0,0
856,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,-1.9736392285002582,risky,1,4,0,0
857,1,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0.4810641150899454,risky,1,4,0,0
858,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,-2.544274965171607,safe,0,2,0,1
859,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,-1.7757211359679639,safe,1,2,0,1
860,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,-1.8980640219124805,safe,0,0,0,0
861,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,-2.051112504291545,safe,0,1,0,0
862,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,-1.6872742940786079,safe,1,4,0,0
863,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,-2.180501562900142,safe,0,4,0,0
864,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,-0.01786591686706751,risky,1,4,1,0
865,1,0,1,0,0,1,0,1,1,0,0,0,1,1,1,0.07438299424510231,risky,1,3,0,0
866,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,-2.0111402735574706,safe,1,4,0,1
867,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,-2.611622365932792,safe,1,4,0,0
868,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,-2.7991793972799552,safe,1,2,1,0
869,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,-0.884262931278843,safe,1,0,0,0
870,1,1,0,0,1,1,1,0,0,0,1,1,1,0,1,1.314877370291885,risky,1,0,0,0
871,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,-2.3063116134575683,safe,0,1,0,0
872,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,-0.9981218857455287,risky,0,3,0,0
873,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,-3.0696487039836415,risky,1,2,1,0
874,1,1,0,1,1,1,1,0,1,1,1,1,1,0,1,2.298016305640423,risky,0,0,0,0
875,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,-3.0007935395259127,safe,0,3,1,0
876,1,1,0,1,1,0,1,0,1,1,1,1,1,1,1,1.500675008114948,risky,1,1,0,0
877,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,-1.4249785048172643,safe,0,2,0,0
878,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,-1.1404621583801229,risky,0,4,1,0
879,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,-1.9236714065661507,safe,1,2,0,1
880,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-1.9582148719859163,safe,1,2,0,0
881,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,-1.3886595983187973,safe,1,1,0,0
882,1,0,0,1,1,0,1,0,1,0,1,1,1,0,1,0.9971433151821989,risky,1,3,0,0
883,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,-1.5190601802874555,safe,1,4,0,1
884,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,-2.782946872653871,safe,0,1,0,1
885,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,-2.1040917639764594,safe,1,1,1,1
886,0,0,0,0,1,1,0,1,0,1,1,0,0,0,0,-1.909948187824355,safe,1,1,0,1
887,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,-2.5974831821443107,safe,1,0,0,0
888,1,1,0,0,1,1,1,1,0,1,1,1,1,1,0,0.07788001309383435,risky,0,2,0,0
889,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,-2.569401714549392,safe,0,2,0,0
890,1,1,1,1,0,0,1,0,1,1,1,1,0,0,1,2.1456473562217986,risky,0,4,1,1
891,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,-1.6563925068143577,safe,0,2,0,0
892,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,-2.155795306697379,safe,1,4,0,0
893,1,0,1,1,1,1,1,1,1,1,0,1,0,1,0,3.5082304696371898,risky,1,0,0,0
894,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,-2.3231213036908533,safe,1,1,0,0
895,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,-1.853845043150568,safe,1,3,0,0
896,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,-2.315089515892282,safe,1,4,0,1
897,1,1,1,1,1,1,1,0,1,1,0,0,1,0,1,0.9983142761456308,risky,0,0,0,0
898,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,-2.404837811674401,safe,1,1,0,0
899,1,0,1,1,1,1,1,0,1,1,0,0,0,1,1,1.8193503785292262,risky,0,1,0,0
900,1,0,1,0,1,1,1,0,1,1,1,0,1,1,0,0.8573616881467452,risky,0,1,1,1
901,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,-2.9160263707348824,safe,0,0,0,0
902,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,-2.0979843292300107,safe,0,1,0,0
903,1,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0.4095687031657701,risky,1,3,0,0
904,0,0,1,0,1,0,0,1,1,1,1,1,1,1,1,1.3764366204258027,risky,1,4,1,0
905,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,-0.6518374666904285,risky,0,3,1,1
906,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,-2.0213645550312647,safe,1,3,0,0
907,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,-1.6054462160789005,safe,1,1,0,0
908,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1,-1.5363136021632813,risky,1,1,0,0
909,0,0,1,0,1,0,0,1,0,0,0,1,1,0,1,-2.136753125570369,safe,0,1,0,1
910,1,1,0,1,1,1,0,1,0,1,1,1,0,0,1,0.18503102093365986,risky,1,3,1,0
911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.7550133412148372,safe,0,3,0,1
912,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,-2.7355474362817445,safe,1,4,0,0
913,1,0,1,1,1,0,1,0,1,1,1,1,0,1,1,2.379015841962535,risky,0,2,0,0
914,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1.0527213068858137,risky,0,0,0,0
915,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,-1.7580310812706925,safe,1,3,0,1
916,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,-0.007642220274923117,risky,0,0,1,0
917,0,1,0,0,1,0,0,0,0,0,0,1,1,1,1,-1.9937236551460458,safe,0,0,0,0
918,0,1,0,0,1,0,1,1,1,1,1,0,0,1,1,0.9919666344689575,risky,0,4,0,0
919,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,-1.1298870217787556,safe,0,4,0,0
920,1,0,0,1,1,0,0,1,1,0,0,0,0,0,1,-2.249098688315451,safe,1,2,0,0
921,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,-1.1408518619598274,risky,0,1,0,1
922,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,-2.0038581454692403,safe,1,4,0,1
923,1,0,1,0,1,1,1,1,1,0,0,1,0,0,0,0.12391437536375166,risky,1,4,0,0
924,1,1,1,1,1,0,1,0,1,0,0,0,1,0,1,0.8656636772178836,risky,1,2,1,0
925,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,-1.9167641660656702,safe,1,2,0,0
926,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,-1.075136384871199,risky,0,2,0,0
927,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1.5673759789507007,risky,0,0,0,0
928,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,-2.1843839826283724,safe,1,0,0,0
929,0,1,1,0,0,1,1,0,0,1,0,1,0,0,0,-0.3407020515558342,risky,0,2,0,0
930,0,1,0,1,0,0,1,0,1,1,0,1,1,1,0,0.44822595888150984,risky,1,2,0,0
931,1,1,1,1,1,1,0,0,0,0,1,0,1,0,1,0.6760592096322057,risky,1,0,0,0
932,1,0,1,1,1,1,0,0,0,0,1,1,0,0,0,-1.4498859471283951,safe,0,2,1,0
933,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,-1.5250973327786213,risky,1,3,0,0
934,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,-2.778083320735254,safe,1,3,0,0
935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-2.3381075146842196,safe,1,1,0,0
936,1,0,0,0,0,1,0,1,1,0,0,0,0,1,1,-2.3523886393750915,safe,1,3,1,0
937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-2.638737241441497,safe,0,0,0,0
938,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-2.9195563351741436,safe,0,0,0,0
939,1,0,1,1,1,0,1,0,1,0,1,1,1,0,1,1.6828921817084788,risky,0,1,0,0
940,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-2.266269651664353,safe,1,0,0,0
941,0,1,0,1,1,0,0,1,0,0,1,0,1,0,1,-1.5030011692678773,safe,0,0,1,0
942,1,1,1,1,0,0,0,1,0,0,1,1,1,1,1,1.2301302263304044,risky,0,2,0,0
943,1,1,0,0,0,0,0,1,1,0,0,1,0,0,1,-0.5768432061250268,risky,1,2,0,0
944,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-2.3317810278251656,safe,1,1,0,0
945,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,-0.6168034680610324,risky,0,0,0,0
946,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,-2.6598311287034995,safe,0,4,0,0
947,0,0,1,0,1,1,1,0,0,1,0,1,0,0,0,-1.653222404071796,risky,0,4,0,1
948,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-2.175719464679202,safe,1,1,0,1
949,0,1,0,1,0,1,1,0,1,0,1,1,1,1,1,1.3212078455978356,risky,1,0,0,1
950,1,1,0,1,1,0,1,0,1,0,1,1,1,0,1,1.0950217298880556,risky,1,0,1,0
951,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,-2.713459136450351,safe,1,1,0,0
952,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,-2.3495130078941067,safe,1,1,0,0
953,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,-1.903364486082777,safe,1,4,0,0
954,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,-2.5527048017936353,safe,1,2,1,0
955,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,-2.357085452834791,risky,1,2,0,0
956,1,1,1,1,1,0,1,1,0,1,0,0,0,0,0,-0.9877950941415203,risky,1,3,0,1
957,0,0,1,0,0,1,0,1,1,0,1,0,0,1,0,-2.056458026676132,safe,1,1,0,1
958,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,-2.393851289074723,safe,1,4,0,0
959,1,0,1,1,1,1,1,0,1,1,1,1,0,1,1,1.8916574367658932,risky,1,0,0,0
960,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1.4139933947698058,safe,1,1,0,1
961,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1,-2.4539343032432592,safe,1,0,0,0
962,1,1,0,1,0,1,1,0,1,1,0,0,0,0,1,-0.2374685645840643,risky,0,0,0,0
963,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.0142110024180564,safe,1,2,0,0
964,1,1,1,0,1,1,0,1,1,1,0,0,1,1,1,0.4919890295041474,risky,1,0,0,0
965,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,-2.3227695706835636,safe,1,3,0,0
966,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,-1.5680865990616661,safe,0,1,0,0
967,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,-1.9265748847735058,safe,0,0,0,0
968,0,0,1,1,0,0,1,1,0,0,0,0,1,0,0,-1.1620378478933369,risky,1,1,1,0
969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-2.066119122525646,safe,1,2,0,1
970,1,1,0,1,0,0,1,0,1,0,1,1,1,1,0,2.908054750307572,risky,1,1,1,0
971,0,1,1,0,1,1,1,1,0,1,1,0,1,0,0,1.7517544757848635,risky,1,2,0,0
972,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-2.378137682095921,safe,1,1,0,0
973,1,0,1,1,0,1,0,0,1,1,1,1,1,1,0,1.415403123709781,risky,1,1,0,0
974,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,-2.1861605396374224,safe,0,2,0,0
975,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,-2.3105362175912028,safe,0,4,0,0
976,0,1,0,0,0,0,1,1,0,0,1,0,1,1,1,0.17121970366227274,risky,0,3,0,1
977,0,1,1,0,1,1,0,1,0,0,0,0,1,0,0,-1.4601152383165121,safe,0,1,0,0
978,1,0,0,0,0,0,1,1,1,0,0,1,1,0,0,-1.023552386902521,safe,0,2,0,0
979,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,-1.8757456279644142,safe,0,0,1,0
980,0,0,0,0,1,1,0,1,0,0,0,1,1,0,1,-1.2354182592559173,safe,0,2,0,0
981,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,-1.4581288082089499,safe,0,3,0,0
982,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,-2.508911466604457,safe,1,0,0,0
983,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,-1.3442713009105287,safe,1,4,0,1
984,0,0,0,0,1,0,1,0,0,1,1,1,0,1,0,-1.404004329229819,safe,0,2,0,1
985,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,3.6150404361371047,risky,1,3,0,0
986,0,1,1,0,0,1,1,0,0,0,1,1,1,0,0,-2.033797367767324,safe,0,2,0,0
987,1,1,1,1,0,1,1,0,1,0,1,1,1,0,1,1.175887543343332,risky,1,2,1,0
988,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,-3.3715043673819567,safe,1,4,0,0
989,0,0,1,0,0,1,1,1,0,0,0,0,0,1,0,-1.0317513246726624,safe,1,3,1,1
990,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,-1.4262712436348026,safe,1,0,0,0
991,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,-1.9965493283920086,safe,1,4,0,0
992,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-2.4057772083878057,safe,1,1,0,1
993,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,-2.448371831713451,safe,0,3,0,0
994,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,-2.1591540561144034,safe,1,0,0,0
995,1,0,1,1,1,1,0,0,1,1,1,0,1,1,1,1.9971012680548619,risky,0,3,0,0
996,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-2.176209019760736,safe,0,2,0,0
997,1,1,0,1,1,0,0,0,1,1,0,1,0,0,1,-0.7879456261826527,safe,0,3,0,0
998,0,0,1,1,0,0,0,1,0,0,0,1,1,1,0,0.23012949661023313,risky,0,4,1,1
999,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-2.623063907973317,safe,0,4,0,0
